x_m,reference_z_m,sampled_5m_z_m,sampled_10m_z_m,sampled_30m_z_m
41.500000000,0.296256528,0.282107164,0.239509954,-0.255552324
42.000000000,0.345130051,0.327668492,0.270872211,-0.247284757
42.500000000,0.392744205,0.373229819,0.302234469,-0.239017190
43.000000000,0.438776140,0.418791147,0.333596726,-0.230749622
43.500000000,0.482913584,0.464352474,0.364958984,-0.222482055
44.000000000,0.524856849,0.509913802,0.396321241,-0.214214488
44.500000000,0.564320755,0.555475130,0.427683499,-0.205946921
45.000000000,0.601036457,0.601036457,0.459045756,-0.197679353
45.500000000,0.634753182,0.618199645,0.490408014,-0.189411786
46.000000000,0.665239837,0.635362832,0.521770271,-0.181144219
46.500000000,0.692286508,0.652526019,0.553132529,-0.172876652
47.000000000,0.715705815,0.669689207,0.584494786,-0.164609084
47.500000000,0.735334133,0.686852394,0.615857044,-0.156341517
48.000000000,0.751032661,0.704015582,0.647219301,-0.148073950
48.500000000,0.762688337,0.721178769,0.678581559,-0.139806383
49.000000000,0.770214588,0.738341957,0.709943816,-0.131538815
49.500000000,0.773551920,0.755505144,0.741306074,-0.123271248
50.000000000,0.772668332,0.772668332,0.772668332,-0.115003681
50.500000000,0.767559561,0.749828307,0.736552298,-0.106736114
51.000000000,0.758249154,0.726988283,0.700436265,-0.098468546
51.500000000,0.744788363,0.704148259,0.664320231,-0.090200979
52.000000000,0.727255865,0.681308234,0.628204198,-0.081933412
52.500000000,0.705757314,0.658468210,0.592088165,-0.073665844
53.000000000,0.680424719,0.635628186,0.555972131,-0.065398277
53.500000000,0.651415661,0.612788161,0.519856098,-0.057130710
54.000000000,0.618912342,0.589948137,0.483740065,-0.048863143
54.500000000,0.583120487,0.567108113,0.447624031,-0.040595575
55.000000000,0.544268088,0.544268088,0.411507998,-0.032328008
55.500000000,0.502604020,0.494876046,0.375391965,-0.024060441
56.000000000,0.458396510,0.445484004,0.339275931,-0.015792874
56.500000000,0.411931494,0.396091961,0.303159898,-0.007525306
57.000000000,0.363510859,0.346699919,0.267043865,0.000742261
57.500000000,0.313450577,0.297307876,0.230927831,0.009009828
58.000000000,0.262078758,0.247915834,0.194811798,0.017277395
58.500000000,0.209733620,0.198523792,0.158695765,0.025544963
59.000000000,0.156761387,0.149131749,0.122579731,0.033812530
59.500000000,0.103514148,0.099739707,0.086463698,0.042080097
60.000000000,0.050347664,0.050347664,0.050347664,0.050347664
60.500000000,-0.002380844,0.005272338,0.022491863,0.073669409
61.000000000,-0.054314926,-0.039802989,-0.005363939,0.096991154
61.500000000,-0.105101124,-0.084878316,-0.033219741,0.120312898
62.000000000,-0.154391185,-0.129953642,-0.061075542,0.143634643
62.500000000,-0.201844243,-0.175028969,-0.088931344,0.166956387
63.000000000,-0.247128955,-0.220104296,-0.116787146,0.190278132
63.500000000,-0.289925591,-0.265179622,-0.144642947,0.213599876
64.000000000,-0.329928043,-0.310254949,-0.172498749,0.236921621
64.500000000,-0.366845762,-0.355330276,-0.200354551,0.260243365
65.000000000,-0.400405603,-0.400405603,-0.228210352,0.283565110
65.500000000,-0.430353553,-0.411041879,-0.256066154,0.306886854
66.000000000,-0.456456361,-0.421678156,-0.283921955,0.330208599
66.500000000,-0.478503032,-0.432314432,-0.311777757,0.353530343
67.000000000,-0.496306185,-0.442950709,-0.339633559,0.376852088
67.500000000,-0.509703278,-0.453586986,-0.367489360,0.400173832
68.000000000,-0.518557669,-0.464223262,-0.395345162,0.423495577
68.500000000,-0.522759530,-0.474859539,-0.423200964,0.446817321
69.000000000,-0.522226595,-0.485495816,-0.451056765,0.470139066
69.500000000,-0.516904735,-0.496132092,-0.478912567,0.493460810
70.000000000,-0.506768369,-0.506768369,-0.506768369,0.516782555
70.500000000,-0.491820695,-0.471624541,-0.456091532,0.540104299
71.000000000,-0.472093750,-0.436480712,-0.405414695,0.563426044
71.500000000,-0.447648287,-0.401336884,-0.354737858,0.586747788
72.000000000,-0.418573483,-0.366193056,-0.304061021,0.610069533
72.500000000,-0.384986468,-0.331049227,-0.253384184,0.633391277
73.000000000,-0.347031689,-0.295905399,-0.202707348,0.656713022
73.500000000,-0.304880097,-0.260761571,-0.152030511,0.680034766
74.000000000,-0.258728180,-0.225617742,-0.101353674,0.703356511
74.500000000,-0.208796833,-0.190473914,-0.050676837,0.726678255
75.000000000,-0.155330086,-0.155330086,-0.000000000,0.750000000
75.500000000,-0.098593677,-0.089120240,0.050676837,0.773321745
76.000000000,-0.038873505,-0.022910395,0.101353674,0.796643489
76.500000000,0.023526050,0.043299451,0.152030511,0.819965234
77.000000000,0.088283921,0.109509296,0.202707348,0.843286978
77.500000000,0.155064245,0.175719141,0.253384184,0.866608723
78.000000000,0.223518350,0.241928987,0.304061021,0.889930467
78.500000000,0.293286824,0.308138832,0.354737858,0.913252212
79.000000000,0.364001646,0.374348678,0.405414695,0.936573956
79.500000000,0.435288373,0.440558523,0.456091532,0.959895701
80.000000000,0.506768369,0.506768369,0.506768369,0.983217445
80.500000000,0.578061056,0.571132092,0.553912567,1.006539190
81.000000000,0.648786188,0.635495816,0.601056765,1.029860934
81.500000000,0.718566113,0.699859539,0.648200964,1.053182679
82.000000000,0.787028027,0.764223262,0.695345162,1.076504423
82.500000000,0.853806203,0.828586986,0.742489360,1.099826168
83.000000000,0.918544167,0.892950709,0.789633559,1.123147912
83.500000000,0.980896832,0.957314432,0.836777757,1.146469657
84.000000000,1.040532555,1.021678156,0.883921955,1.169791401
84.500000000,1.097135115,1.086041879,0.931066154,1.193113146
85.000000000,1.150405603,1.150405603,0.978210352,1.216434890
85.500000000,1.200064200,1.180330276,1.025354551,1.239756635
86.000000000,1.245851849,1.210254949,1.072498749,1.263078379
86.500000000,1.287531791,1.240179622,1.119642947,1.286400124
87.000000000,1.324890974,1.270104296,1.166787146,1.309721868
87.500000000,1.357741318,1.300028969,1.213931344,1.333043613
88.000000000,1.385920827,1.329953642,1.261075542,1.356365357
88.500000000,1.409294542,1.359878316,1.308219741,1.379687102
89.000000000,1.427755333,1.389802989,1.355363939,1.403008846
89.500000000,1.441224523,1.419727662,1.402508137,1.426330591
90.000000000,1.449652336,1.449652336,1.449652336,1.449652336
90.500000000,1.453018174,1.431326310,1.413536302,1.432919903
91.000000000,1.451330717,1.413000285,1.377420269,1.416187470
91.500000000,1.444627844,1.394674260,1.341304235,1.399455037
92.000000000,1.432976375,1.376348235,1.305188202,1.382722605
92.500000000,1.416471647,1.358022209,1.269072169,1.365990172
93.000000000,1.395236909,1.339696184,1.232956135,1.349257739
93.500000000,1.369422553,1.321370159,1.196840102,1.332525306
94.000000000,1.339205175,1.303044134,1.160724069,1.315792874
94.500000000,1.304786490,1.284718109,1.124608035,1.299060441
95.000000000,1.266392083,1.266392083,1.088492002,1.282328008
95.500000000,1.224270024,1.212486042,1.052375969,1.265595575
96.000000000,1.178689343,1.158580000,1.016259935,1.248863143
96.500000000,1.129938386,1.104673959,0.980143902,1.232130710
97.000000000,1.078323049,1.050767917,0.944027869,1.215398277
97.500000000,1.024164910,0.996861876,0.907911835,1.198665844
98.000000000,0.967799268,0.942955834,0.871795802,1.181933412
98.500000000,0.909573100,0.889049793,0.835679769,1.165200979
99.000000000,0.849842950,0.835143751,0.799563735,1.148468546
99.500000000,0.788972761,0.781237710,0.763447702,1.131736114
100.000000000,0.727331668,0.727331668,0.727331668,1.115003681
100.500000000,0.665291759,0.669494856,0.683693926,1.098271248
101.000000000,0.603225819,0.611658043,0.640056184,1.081538815
101.500000000,0.541505081,0.553821231,0.596418441,1.064806383
102.000000000,0.480496980,0.495984418,0.552780699,1.048073950
102.500000000,0.420562942,0.438147606,0.509142956,1.031341517
103.000000000,0.362056204,0.380310793,0.465505214,1.014609084
103.500000000,0.305319692,0.322473981,0.421867471,0.997876652
104.000000000,0.250683969,0.264637168,0.378229729,0.981144219
104.500000000,0.198465256,0.206800355,0.334591986,0.964411786
105.000000000,0.148963543,0.148963543,0.290954244,0.947679353
105.500000000,0.102460807,0.119524870,0.247316501,0.930946921
106.000000000,0.059219344,0.090086198,0.203678759,0.914214488
106.500000000,0.019480216,0.060647526,0.160041016,0.897482055
107.000000000,-0.016538159,0.031208853,0.116403274,0.880749622
107.500000000,-0.048641281,0.001770181,0.072765531,0.864017190
108.000000000,-0.076659692,-0.027668492,0.029127789,0.847284757
108.500000000,-0.100449946,-0.057107164,-0.014509954,0.830552324
109.000000000,-0.119895409,-0.086545836,-0.058147696,0.813819891
109.500000000,-0.134906905,-0.115984509,-0.101785439,0.797087459
110.000000000,-0.145423181,-0.145423181,-0.145423181,0.780355026
110.500000000,-0.151411204,-0.131871554,-0.115866704,0.763622593
111.000000000,-0.152866282,-0.118319926,-0.086310226,0.746890161
111.500000000,-0.149812006,-0.104768298,-0.056753748,0.730157728
112.000000000,-0.142300028,-0.091216671,-0.027197271,0.713425295
112.500000000,-0.130409649,-0.077665043,0.002359207,0.696692862
113.000000000,-0.114247252,-0.064113415,0.031915685,0.679960430
113.500000000,-0.093945557,-0.050561788,0.061472162,0.663227997
114.000000000,-0.069662720,-0.037010160,0.091028640,0.646495564
114.500000000,-0.041581270,-0.023458532,0.120585117,0.629763131
115.000000000,-0.009906905,-0.009906905,0.150141595,0.613030699
115.500000000,0.025132868,0.035654423,0.179698073,0.596298266
116.000000000,0.063290214,0.081215750,0.209254550,0.579565833
116.500000000,0.104298582,0.126777078,0.238811028,0.562833400
117.000000000,0.147874430,0.172338406,0.268367506,0.546100968
117.500000000,0.193719057,0.217899733,0.297923983,0.529368535
118.000000000,0.241520520,0.263461061,0.327480461,0.512636102
118.500000000,0.290955638,0.309022388,0.357036938,0.495903669
119.000000000,0.341692061,0.354583716,0.386593416,0.479171237
119.500000000,0.393390397,0.400145044,0.416149894,0.462438804
120.000000000,0.445706371,0.445706371,0.445706371,0.445706371
120.500000000,0.498293029,0.493935576,0.480367953,0.438277932
121.000000000,0.550802940,0.542164780,0.515029534,0.430849492
121.500000000,0.602890408,0.590393985,0.549691116,0.423421053
122.000000000,0.654213667,0.638623190,0.584352698,0.415992613
122.500000000,0.704437058,0.686852394,0.619014279,0.408564174
123.000000000,0.753233149,0.735081599,0.653675861,0.401135734
123.500000000,0.800284820,0.783310804,0.688337442,0.393707295
124.000000000,0.845287272,0.831540008,0.722999024,0.386278855
124.500000000,0.887949956,0.879769213,0.757660605,0.378850416
125.000000000,0.927998417,0.927998417,0.792322187,0.371421976
125.500000000,0.965176035,0.949092376,0.826983768,0.363993537
126.000000000,0.999245645,0.970186334,0.861645350,0.356565097
126.500000000,1.029991046,0.991280293,0.896306932,0.349136657
127.000000000,1.057218371,1.012374251,0.930968513,0.341708218
127.500000000,1.080757314,1.033468210,0.965630095,0.334279778
128.000000000,1.100462213,1.054562168,1.000291676,0.326851339
128.500000000,1.116212978,1.075656127,1.034953258,0.319422899
129.000000000,1.127915852,1.096750085,1.069614839,0.311994460
129.500000000,1.135504013,1.117844044,1.104276421,0.304566020
130.000000000,1.138938002,1.138938002,1.138938002,0.297137581
130.500000000,1.138205984,1.120611977,1.107237327,0.289709141
131.000000000,1.133323826,1.102285952,1.075536651,0.282280702
131.500000000,1.124335011,1.083959927,1.043835975,0.274852262
132.000000000,1.111310371,1.065633902,1.012135299,0.267423823
132.500000000,1.094347652,1.047307876,0.980434623,0.259995383
133.000000000,1.073570906,1.028981851,0.948733947,0.252566944
133.500000000,1.049129720,1.010655826,0.917033271,0.245138504
134.000000000,1.021198284,0.992329801,0.885332595,0.237710065
134.500000000,0.989974300,0.974003776,0.853631919,0.230281625
135.000000000,0.955677750,0.955677750,0.821931243,0.222853186
135.500000000,0.918549514,0.910602424,0.790230567,0.215424746
136.000000000,0.878849862,0.865527097,0.758529891,0.207996307
136.500000000,0.836856822,0.820451770,0.726829215,0.200567867
137.000000000,0.792864435,0.775376444,0.695128539,0.193139428
137.500000000,0.747180906,0.730301117,0.663427863,0.185710988
138.000000000,0.700126665,0.685225790,0.631727187,0.178282549
138.500000000,0.652032355,0.640150463,0.600026511,0.170854109
139.000000000,0.603236745,0.595075137,0.568325835,0.163425669
139.500000000,0.554084596,0.549999810,0.536625159,0.155997230
140.000000000,0.504924483,0.504924483,0.504924483,0.148568790
140.500000000,0.456106600,0.463222190,0.479678259,0.141140351
141.000000000,0.407980536,0.421519896,0.454432035,0.133711911
141.500000000,0.360893069,0.379817602,0.429185811,0.126283472
142.000000000,0.315185962,0.338115308,0.403939587,0.118855032
142.500000000,0.271193797,0.296413014,0.378693362,0.111426593
143.000000000,0.229241844,0.254710721,0.353447138,0.103998153
143.500000000,0.189643987,0.213008427,0.328200914,0.096569714
