x_m,reference_z_m,sampled_5m_z_m,sampled_10m_z_m,sampled_30m_z_m
221.500000000,0.856545130,0.873663116,0.920262142,1.511747788
222.000000000,0.812956159,0.833806944,0.895938979,1.510069533
222.500000000,0.770910607,0.793950773,0.871615816,1.508391277
223.000000000,0.730730329,0.754094601,0.847292652,1.506713022
223.500000000,0.692726103,0.714238429,0.822969489,1.505034766
224.000000000,0.657195627,0.674382258,0.798646326,1.503356511
224.500000000,0.624421605,0.634526086,0.774323163,1.501678255
225.000000000,0.594669914,0.594669914,0.750000000,1.500000000
225.500000000,0.568187885,0.585879760,0.725676837,1.498321745
226.000000000,0.545202688,0.577089605,0.701353674,1.496643489
226.500000000,0.525919851,0.568299451,0.677030511,1.494965234
227.000000000,0.510521903,0.559509296,0.652707348,1.493286978
227.500000000,0.499167169,0.550719141,0.628384184,1.491608723
228.000000000,0.491988708,0.541928987,0.604061021,1.489930467
228.500000000,0.489093406,0.533138832,0.579737858,1.488252212
229.000000000,0.490561239,0.524348678,0.555414695,1.486573956
229.500000000,0.496444695,0.515558523,0.531091532,1.484895701
230.000000000,0.506768369,0.506768369,0.506768369,1.483217445
230.500000000,0.521528734,0.540066075,0.553912567,1.481539190
231.000000000,0.540694084,0.573363781,0.601056765,1.479860934
231.500000000,0.564204650,0.606661487,0.648200964,1.478182679
232.000000000,0.591972894,0.639959194,0.695345162,1.476504423
232.500000000,0.623883979,0.673256900,0.742489360,1.474826168
233.000000000,0.659796399,0.706554606,0.789633559,1.473147912
233.500000000,0.699542785,0.739852312,0.836777757,1.471469657
234.000000000,0.742930870,0.773150018,0.883921955,1.469791401
234.500000000,0.789744604,0.806447725,0.931066154,1.468113146
235.000000000,0.839745431,0.839745431,0.978210352,1.466434890
235.500000000,0.892673690,0.900736121,1.025354551,1.464756635
236.000000000,0.948250164,0.961726812,1.072498749,1.463078379
236.500000000,1.006177744,1.022717502,1.119642947,1.461400124
237.000000000,1.066143206,1.083708193,1.166787146,1.459721868
237.500000000,1.127819094,1.144698883,1.213931344,1.458043613
238.000000000,1.190865694,1.205689574,1.261075542,1.456365357
238.500000000,1.254933078,1.266680264,1.308219741,1.454687102
239.000000000,1.319663229,1.327670955,1.355363939,1.453008846
239.500000000,1.384692200,1.388661645,1.402508137,1.451330591
240.000000000,1.449652336,1.449652336,1.449652336,1.449652336
240.500000000,1.514174496,1.506326310,1.488536302,1.432919903
241.000000000,1.577890311,1.563000285,1.527420269,1.416187470
241.500000000,1.640434426,1.619674260,1.566304235,1.399455037
242.000000000,1.701446733,1.676348235,1.605188202,1.382722605
242.500000000,1.760574572,1.733022209,1.644072169,1.365990172
243.000000000,1.817474891,1.789696184,1.682956135,1.349257739
243.500000000,1.871816353,1.846370159,1.721840102,1.332525306
244.000000000,1.923281369,1.903044134,1.760724069,1.315792874
244.500000000,1.971568052,1.959718109,1.799608035,1.299060441
245.000000000,2.016392083,2.016392083,1.838492002,1.282328008
245.500000000,2.057488462,2.037486042,1.877375969,1.265595575
246.000000000,2.094613149,2.058580000,1.916259935,1.248863143
246.500000000,2.127544585,2.079673959,1.955143902,1.232130710
247.000000000,2.156085067,2.100767917,1.994027869,1.215398277
247.500000000,2.180061985,2.121861876,2.032911835,1.198665844
248.000000000,2.199328909,2.142955834,2.071795802,1.181933412
248.500000000,2.213766518,2.164049793,2.110679769,1.165200979
249.000000000,2.223283357,2.185143751,2.149563735,1.148468546
249.500000000,2.227816440,2.206237710,2.188447702,1.131736114
250.000000000,2.227331668,2.227331668,2.227331668,1.115003681
250.500000000,2.221824081,2.200560873,2.183693926,1.098271248
251.000000000,2.211317923,2.173790078,2.140056184,1.081538815
251.500000000,2.195866544,2.147019282,2.096418441,1.064806383
252.000000000,2.175552113,2.120248487,2.052780699,1.048073950
252.500000000,2.150485166,2.093477692,2.009142956,1.031341517
253.000000000,2.120803972,2.066706896,1.965505214,1.014609084
253.500000000,2.086673739,2.039936101,1.921867471,0.997876652
254.000000000,2.048285654,2.013165305,1.878229729,0.981144219
254.500000000,2.005855767,1.986394510,1.834591986,0.964411786
255.000000000,1.959623715,1.959623715,1.790954244,0.947679353
255.500000000,1.909851318,1.899119025,1.747316501,0.930946921
256.000000000,1.856821029,1.838614335,1.703678759,0.914214488
256.500000000,1.800834263,1.778109646,1.660041016,0.897482055
257.000000000,1.742209609,1.717604956,1.616403274,0.880749622
257.500000000,1.681280943,1.657100267,1.572765531,0.864017190
258.000000000,1.618395441,1.596595577,1.529127789,0.847284757
258.500000000,1.553911518,1.536090888,1.485490046,0.830552324
259.000000000,1.488196695,1.475586198,1.441852304,0.813819891
259.500000000,1.421625417,1.415081508,1.398214561,0.797087459
260.000000000,1.354576819,1.354576819,1.354576819,0.780355026
260.500000000,1.287432474,1.293128446,1.309133296,0.763622593
261.000000000,1.220574125,1.231680074,1.263689774,0.746890161
261.500000000,1.154381411,1.170231702,1.218246252,0.730157728
262.000000000,1.089229613,1.108783329,1.172802729,0.713425295
262.500000000,1.025487426,1.047334957,1.127359207,0.696692862
263.000000000,0.963514766,0.985886585,1.081915685,0.679960430
263.500000000,0.903660643,0.924438212,1.036472162,0.663227997
264.000000000,0.846261087,0.862989840,0.991028640,0.646495564
264.500000000,0.791637168,0.801541468,0.945585117,0.629763131
265.000000000,0.740093095,0.740093095,0.900141595,0.613030699
265.500000000,0.691914430,0.710654423,0.854698073,0.596298266
266.000000000,0.647366408,0.681215750,0.809254550,0.579565833
266.500000000,0.606692382,0.651777078,0.763811028,0.562833400
267.000000000,0.570112412,0.622338406,0.718367506,0.546100968
267.500000000,0.537821982,0.592899733,0.672923983,0.529368535
268.000000000,0.509990878,0.563461061,0.627480461,0.512636102
268.500000000,0.486762220,0.534022388,0.582036938,0.495903669
269.000000000,0.468251655,0.504583716,0.536593416,0.479171237
269.500000000,0.454546718,0.475145044,0.491149894,0.462438804
270.000000000,0.445706371,0.445706371,0.445706371,0.445706371
270.500000000,0.441760707,0.462869559,0.480367953,0.463277932
271.000000000,0.442710836,0.480032746,0.515029534,0.480849492
271.500000000,0.448528944,0.497195934,0.549691116,0.498421053
272.000000000,0.459158534,0.514359121,0.584352698,0.515992613
272.500000000,0.474514834,0.531522308,0.619014279,0.533564174
273.000000000,0.494485381,0.548685496,0.653675861,0.551135734
273.500000000,0.518930773,0.565848683,0.688337442,0.568707295
274.000000000,0.547685587,0.583011871,0.722999024,0.586278855
274.500000000,0.580559445,0.600175058,0.757660605,0.603850416
275.000000000,0.617338246,0.617338246,0.792322187,0.621421976
275.500000000,0.657785524,0.669498221,0.826983768,0.638993537
276.000000000,0.701643960,0.721658197,0.861645350,0.656565097
276.500000000,0.748636999,0.773818173,0.896306932,0.674136657
277.000000000,0.798470603,0.825978148,0.930968513,0.691708218
277.500000000,0.850835090,0.878138124,0.965630095,0.709279778
278.000000000,0.905407080,0.930298100,1.000291676,0.726851339
278.500000000,0.961851515,0.982458075,1.034953258,0.744422899
279.000000000,1.019823748,1.034618051,1.069614839,0.761994460
279.500000000,1.078971691,1.086778027,1.104276421,0.779566020
280.000000000,1.138938002,1.138938002,1.138938002,0.797137581
280.500000000,1.199362306,1.195611977,1.182237327,0.814709141
281.000000000,1.259883419,1.252285952,1.225536651,0.832280702
281.500000000,1.320141593,1.308959927,1.268835975,0.849852262
282.000000000,1.379780730,1.365633902,1.312135299,0.867423823
282.500000000,1.438450577,1.422307876,1.355434623,0.884995383
283.000000000,1.495808887,1.478981851,1.398733947,0.902566944
283.500000000,1.551523520,1.535655826,1.442033271,0.920138504
284.000000000,1.605274477,1.592329801,1.485332595,0.937710065
284.500000000,1.656755862,1.649003776,1.528631919,0.955281625
285.000000000,1.705677750,1.705677750,1.571931243,0.972853186
285.500000000,1.751767952,1.735602424,1.615230567,0.990424746
286.000000000,1.794773668,1.765527097,1.658529891,1.007996307
286.500000000,1.834463022,1.795451770,1.701829215,1.025567867
287.000000000,1.870626454,1.825376444,1.745128539,1.043139428
287.500000000,1.903077981,1.855301117,1.788427863,1.060710988
288.000000000,1.931656307,1.885225790,1.831727187,1.078282549
288.500000000,1.956225773,1.915150463,1.875026511,1.095854109
289.000000000,1.976677152,1.945075137,1.918325835,1.113425669
289.500000000,1.992928274,1.974999810,1.961625159,1.130997230
290.000000000,2.004924483,2.004924483,2.004924483,1.148568790
290.500000000,2.012638922,1.994288207,1.979678259,1.166140351
291.000000000,2.016072640,1.983651930,1.954432035,1.183711911
291.500000000,2.015254532,1.973015653,1.929185811,1.201283472
292.000000000,2.010241095,1.962379377,1.903939587,1.218855032
292.500000000,2.001116021,1.951743100,1.878693362,1.236426593
293.000000000,1.987989611,1.941106824,1.853447138,1.253998153
293.500000000,1.970998033,1.930470547,1.828200914,1.271569714
294.000000000,1.950302406,1.919834270,1.802954690,1.289141274
294.500000000,1.926087740,1.909197994,1.777708466,1.306712835
295.000000000,1.898561717,1.898561717,1.752462242,1.324284395
295.500000000,1.867953341,1.858705545,1.727216017,1.341855956
296.000000000,1.834511444,1.818849374,1.701969793,1.359427516
296.500000000,1.798503077,1.778993202,1.676723569,1.376999077
297.000000000,1.760211779,1.739137030,1.651477345,1.394570637
297.500000000,1.719935755,1.699280859,1.626231121,1.412142198
298.000000000,1.677985950,1.659424687,1.600984897,1.429713758
298.500000000,1.634684049,1.619568515,1.575738672,1.447285319
299.000000000,1.590360415,1.579712343,1.550492448,1.464856879
299.500000000,1.545351963,1.539856172,1.525246224,1.482428440
300.000000000,1.500000000,1.500000000,1.500000000,1.500000000
300.500000000,1.454648037,1.460143828,1.474753776,1.517571560
301.000000000,1.409639585,1.420287657,1.449507552,1.535143121
301.500000000,1.365315951,1.380431485,1.424261328,1.552714681
302.000000000,1.322014050,1.340575313,1.399015103,1.570286242
302.500000000,1.280064245,1.300719141,1.373768879,1.587857802
303.000000000,1.239788221,1.260862970,1.348522655,1.605429363
303.500000000,1.201496923,1.221006798,1.323276431,1.623000923
304.000000000,1.165488556,1.181150626,1.298030207,1.640572484
304.500000000,1.132046659,1.141294455,1.272783983,1.658144044
305.000000000,1.101438283,1.101438283,1.247537758,1.675715605
305.500000000,1.073912260,1.090802006,1.222291534,1.693287165
306.000000000,1.049697594,1.080165730,1.197045310,1.710858726
306.500000000,1.029001967,1.069529453,1.171799086,1.728430286
307.000000000,1.012010389,1.058893176,1.146552862,1.746001847
307.500000000,0.998883979,1.048256900,1.121306638,1.763573407
308.000000000,0.989758905,1.037620623,1.096060413,1.781144968
308.500000000,0.984745468,1.026984347,1.070814189,1.798716528
309.000000000,0.983927360,1.016348070,1.045567965,1.816288089
309.500000000,0.987361078,1.005711793,1.020321741,1.833859649
310.000000000,0.995075517,0.995075517,0.995075517,1.851431210
310.500000000,1.007071726,1.025000190,1.038374841,1.869002770
311.000000000,1.023322848,1.054924863,1.081674165,1.886574331
311.500000000,1.043774227,1.084849537,1.124973489,1.904145891
312.000000000,1.068343693,1.114774210,1.168272813,1.921717451
312.500000000,1.096922019,1.144698883,1.211572137,1.939289012
313.000000000,1.129373546,1.174623556,1.254871461,1.956860572
313.500000000,1.165536978,1.204548230,1.298170785,1.974432133
314.000000000,1.205226332,1.234472903,1.341470109,1.992003693
314.500000000,1.248232048,1.264397576,1.384769433,2.009575254
315.000000000,1.294322250,1.294322250,1.428068757,2.027146814
315.500000000,1.343244138,1.350996224,1.471368081,2.044718375
316.000000000,1.394725523,1.407670199,1.514667405,2.062289935
316.500000000,1.448476480,1.464344174,1.557966729,2.079861496
317.000000000,1.504191113,1.521018149,1.601266053,2.097433056
317.500000000,1.561549423,1.577692124,1.644565377,2.115004617
318.000000000,1.620219270,1.634366098,1.687864701,2.132576177
318.500000000,1.679858407,1.691040073,1.731164025,2.150147738
319.000000000,1.740116581,1.747714048,1.774463349,2.167719298
319.500000000,1.800637694,1.804388023,1.817762673,2.185290859
320.000000000,1.861061998,1.861061998,1.861061998,2.202862419
320.500000000,1.921028309,1.913221973,1.895723579,2.220433980
321.000000000,1.980176252,1.965381949,1.930385161,2.238005540
321.500000000,2.038148485,2.017541925,1.965046742,2.255577101
322.000000000,2.094592920,2.069701900,1.999708324,2.273148661
322.500000000,2.149164910,2.121861876,2.034369905,2.290720222
323.000000000,2.201529397,2.174021852,2.069031487,2.308291782
323.500000000,2.251363001,2.226181827,2.103693068,2.325863343
324.000000000,2.298356040,2.278341803,2.138354650,2.343434903
324.500000000,2.342214476,2.330501779,2.173016232,2.361006463
325.000000000,2.382661754,2.382661754,2.207677813,2.378578024
325.500000000,2.419440555,2.399824942,2.242339395,2.396149584
326.000000000,2.452314413,2.416988129,2.277000976,2.413721145
326.500000000,2.481069227,2.434151317,2.311662558,2.431292705
327.000000000,2.505514619,2.451314504,2.346324139,2.448864266
327.500000000,2.525485166,2.468477692,2.380985721,2.466435826
328.000000000,2.540841466,2.485640879,2.415647302,2.484007387
328.500000000,2.551471056,2.502804066,2.450308884,2.501578947
329.000000000,2.557289164,2.519967254,2.484970466,2.519150508
329.500000000,2.558239293,2.537130441,2.519632047,2.536722068
330.000000000,2.554293629,2.554293629,2.554293629,2.554293629
330.500000000,2.545453282,2.524854956,2.508850106,2.537561196
331.000000000,2.531748345,2.495416284,2.463406584,2.520828763
331.500000000,2.513237780,2.465977612,2.417963062,2.504096331
332.000000000,2.490009122,2.436538939,2.372519539,2.487363898
332.500000000,2.462178018,2.407100267,2.327076017,2.470631465
333.000000000,2.429887588,2.377661594,2.281632494,2.453899032
333.500000000,2.393307618,2.348222922,2.236188972,2.437166600
334.000000000,2.352633592,2.318784250,2.190745450,2.420434167
334.500000000,2.308085570,2.289345577,2.145301927,2.403701734
335.000000000,2.259906905,2.259906905,2.099858405,2.386969301
335.500000000,2.208362832,2.198458532,2.054414883,2.370236869
336.000000000,2.153738913,2.137010160,2.008971360,2.353504436
336.500000000,2.096339357,2.075561788,1.963527838,2.336772003
337.000000000,2.036485234,2.014113415,1.918084315,2.320039570
337.500000000,1.974512574,1.952665043,1.872640793,2.303307138
338.000000000,1.910770387,1.891216671,1.827197271,2.286574705
338.500000000,1.845618589,1.829768298,1.781753748,2.269842272
339.000000000,1.779425875,1.768319926,1.736310226,2.253109839
339.500000000,1.712567526,1.706871554,1.690866704,2.236377407
340.000000000,1.645423181,1.645423181,1.645423181,2.219644974
340.500000000,1.578374583,1.584918492,1.601785439,2.202912541
341.000000000,1.511803305,1.524413802,1.558147696,2.186180109
341.500000000,1.446088482,1.463909112,1.514509954,2.169447676
342.000000000,1.381604559,1.403404423,1.470872211,2.152715243
342.500000000,1.318719057,1.342899733,1.427234469,2.135982810
343.000000000,1.257790391,1.282395044,1.383596726,2.119250378
343.500000000,1.199165737,1.221890354,1.339958984,2.102517945
344.000000000,1.143178971,1.161385665,1.296321241,2.085785512
344.500000000,1.090148682,1.100880975,1.252683499,2.069053079
345.000000000,1.040376285,1.040376285,1.209045756,2.052320647
345.500000000,0.994144233,1.013605490,1.165408014,2.035588214
346.000000000,0.951714346,0.986834695,1.121770271,2.018855781
346.500000000,0.913326261,0.960063899,1.078132529,2.002123348
347.000000000,0.879196028,0.933293104,1.034494786,1.985390916
347.500000000,0.849514834,0.906522308,0.990857044,1.968658483
348.000000000,0.824447887,0.879751513,0.947219301,1.951926050
348.500000000,0.804133456,0.852980718,0.903581559,1.935193617
349.000000000,0.788682077,0.826209922,0.859943816,1.918461185
349.500000000,0.778175919,0.799439127,0.816306074,1.901728752
350.000000000,0.772668332,0.772668332,0.772668332,1.884996319
